NO,LICENCE NUMBER,NAME OF PHARMACY,TYPE,LOCATION,MMDA,REGION
2881,PC/GR/R/0017B,PRO-LIFE PHARMACY (TEBIBIANO,Retail,"H/NO. 77/9511, LINK ROAD, TESHIE TEBIBIANO ACCRA",LEDZOKUKU-KROWOR,Greater Accra
2882,PC/GR/R/00616,PRO-LIFE PHARMACY LTD.,Retail,"H/NO. 227/5, TSUI BLEO ROAD, TESHIE ACCRA",LEDZOKUKU-KROWOR,Greater Accra
2883,PC/NR/R/0019P,PROCARE PHARMACY (T-POLY BR,RNeCtHai)l,"H/NO. 368, BLOCK A STAR OIL SERVICE STATION KPAISI
GURUGU",SAGNERIGU,Northern
2884,PC/GR/WR/0166E,PROFAMA PHARMACY LIMITED,Wholesale/Retail,"STORE NO. 3 MALLAM-WEIJA KASOA RD NEW BORTIANOR
WEIJA",GA SOUTH,Greater Accra
2885,PC/GR/R/0140K,PROH PHARMACY,Retail,H/NO. 24 NEW FADAMA ROAD - FADAMA,GA CENTRAL,Greater Accra
2886,PC/GR/WR/0212K,PROH PHARMACY (ANNEX),Wholesale/Retail,STORE NO. 1 & 2 - AREA COUNCIL POKUASE,GA WEST,Greater Accra
2887,PC/AS/R/0197K,PROMA PHARMACY LTD,Retail,"H/NO. BLK IV, PLOT 15 - ABAASE ABIJAN",BOSOMTWE,Ashanti
2888,PC/GR/R/0003J,PROMIDEN PHARMACY LTD,Retail,"H/NO. 16 NII ANTO NYAME STREET NEAR EBENEZER FUNERAL
HOUSE WEIJA",GA SOUTH,Greater Accra
2889,PC/AS/MW/0484L,PROPHARM CHEMIST LTD,Manufacturing W,oPlLeOsTa l5e ASSORYIWA STREET APEMSO JUNCTION APPIADU,KMA,Ashanti
2890,PC/AS/R/0555L,PROPHARM CHEMIST LTD,Retail,"PLOT 29, BLOCK G ASOKORE ROAD AFFORDABLE HOUSING
ASOKORE-MAMPONG",KMA,Ashanti
2891,PC/GR/WR/0081J,PROSPECT PHARMACY LTD,Wholesale/Retail,H/NO. 2462 QUARTEY PAPAFIO HILLS SANTEO EAST LEGON,ADENTAN,Greater Accra
2892,PC/WR/R/0372H,PROVIDER PHARMACY,Retail,"H/NO. AS/N 339 AKROMA NTO NEAR CATHOLIC CHURCH
ASANKRAGWA",AHANTA WEST,Western
2893,PC/AS/R/0240M,PURELIFE PHARMACY,Retail,"PLOT 29, BLOCK F - OPPOSITE MUNICIPAL HOSPITAL BEKWAI",,Ashanti
2894,PC/GR/WR/0617L,PURPOSE PHARMACY LIMITED,Wholesale/Retail,GW-0226-0662 - WHITE HOUSE JUNCTION OFANKOR,GA WEST,Greater Accra
2895,PC/GR/R/0100J,Q-BEN PHARMACY LIMITED,Retail,H/NO. G 741/2 MAALE DADA ABESE LA,LA NKWANTANANG-MADINA,Greater Accra
2896,PC/AS/R/0107A,QUALITY HEALTHCARE LTD (PHAR,RAetCaYil DIVISION).,"PLOT 22, BLK XVI - KWADASO KUMASI",KMA,Ashanti
2897,PC/ER/R/0181N,QUALITY LIFE PHARMACY LTD,Retail,"EW-0008-4985 OPPOSITE REPULIC BANK ASIKAFO AMANTEM
ASAMANKESE",WEST AKIM,Eastern
2898,PC/GR/R/0165K,QUALITY RX LIMITED,Retail,H/NO. 7 PARK STREET EAST LEGON ACCRA,LA NKWANTANANG-MADINA,Greater Accra
2899,PC/GR/WR/0257K,QUASIPHARM LTD,Wholesale/Retail,FLAVOR HOUSE OXFORD STREET S JUNCTION OSU,SHAI-OSUDOKU,Greater Accra
2900,PC/CR/WR/0519L,QUEEN STREET PHARMACY LTD,Wholesale/Retail,"H/NO. F11, CAPE COAST",CAPE COAST,Central
2901,PC/WR/R/0022P,QUEENXTA PHARMACY LTD,Retail,"H/NO. BD 49, BEAHU",AHANTA WEST,Western
2902,PC/GR/R/0057P,QUICK AID PHARMACY LTD,Retail,"DPS JUNCTION GOODNESS FILLING STATION COMMUNITY 25
TEMA",,Greater Accra
2903,PC/GR/R/0206C,QUICK PHARMACY,Retail,"H/NO. B2/2 ABOKOBI AGBOGBA ROAD B.B. MANUFACTURING
LIMITED PARAKUO",AMA,Greater Accra
2905,PC/GR/R/0007M,QUICKAID PHARMACY LTD,Retail,UNN. HSE TEMA-AKOSOMBO HIGHWAY - GBETSILE,TMA,Greater Accra
2906,PC/GR/R/0402P,QUINDEL PHARMACY LTD,Retail,OFF SPINTEXC - TOTAL SERVICE STATION TEMA,TMA,Greater Accra
2907,PC/GR/R/0151M,R & C PHARMACY LTD,Retail,H/NO. 7 NII OKO MANSOUR STREET - DOME,GA EAST,Greater Accra
2908,PC/GR/R/0438L,R & E PHARMACY AND MART LIM,TREeDtail,UNN. HSE ARS STREET SKY PETROLEUM NEW DAWHENYA,NINGO PRAMPRAM,Greater Accra
2909,PC/AS/R/00280,R&J PHARMACY LTD,Retail,"H/NO. PLOT.1, BLOCK G - GYENYASE KUMASI",KMA,Ashanti
2910,PC/GR/R/0047G,RABBI PHARMACY,Retail,"CANADA JUNCTION, ECG SUB-TRANSM. STN, AMOMOLE
AMASAMAN",GA WEST,Greater Accra
2911,PC/ER/R/0183N,RABITO PHARMACY LTD,Retail,EF-1845-3029 - LINDADOR BUNSO,FANTEAKWAH,Eastern
2912,PC/GR/R/0582K,RABS PHARMACY LIMITED,Retail,"GE-179-3081 MENSAH ANTEH AVENUE NEAR RED-LIGHT
RSTAURANT KWABENYA",GA EAST,Greater Accra
2913,PC/GR/R/0170L,RADIANCE PHARMACY,Retail,"GL-083-7854, TSEADO",LA NKWANTANANG-MADINA,Greater Accra
2914,PC/GR/R/0006E,RADIANCE PHARMACY,Retail,"H/NO. 4, SUNDAY STREET HAATSO ACCRA",GA EAST,Greater Accra
2915,PC/GR/R/0111E,RADIMED CHEMISTS LTD.,Retail,"H/NO. SM/B/798, ST. LARMARKUS STR. SANTA MARIE WEIJA",GA SOUTH,Greater Accra
2916,PC/CR/WR/0477L,RAG LINEKER PHARMACY,Wholesale/Retail,H/NO. NF 238/14 TIMBER MARKET STREET - KASOA,AWUTU SENYA EAST,Central
2917,PC/VR/WR/0004M,RAHAMA H. A. PHARMACY,Wholesale/Retail,H/NO. AYE 658 AFLAO AVENUE = AFLAO AVOEME,KETU SOUTH,Volta
2918,PC/BA/WR/0100A,RAHMA PHARMACY,Wholesale/Retail,H/NO. BB 44 MAIN STREET YEJI YEJI,PRU,Brong Ahafo
2919,PC/BA/R/0153P,RAHMACARE PHARMACY LTD,Retail,H/NO. TMA 04381 - TUNSUASE TECHIMAN,TECHIMAN,Brong Ahafo
2920,PC/AS/R/0494K,RAK-D PHARMACY LTD,Retail,"H/NO. NT 42, BLOCK 2 - OPPOSITE BUST STOP ODUMASI",ASANTE AKIM NORTH,Ashanti
2921,PC/AS/WR/00067,RAKYAA CHEMISTS LIMITED,Wholesale/Retail,"PLOT 19, BLOCK V - NORTH SUNTRESO KUMASI",KMA,Ashanti
2922,PC/ER/R/0049G,RAMOL PHARMACY,Retail,"H/NO. H 53A, DJAN KWASI II RD, CHRIST APOSTOLIC CH,
DJANKROM, NSAWAM NSAWAM",NSAWAM ADOAGYIRI,Eastern
2923,PC/GR/R/0089C,RANAS PHARMACY LTD.,Retail,"H/NO. J567/1, ROYAL PARK, NUNGUA",LEDZOKUKU-KROWOR,Greater Accra
2924,PC/GR/R/00834,RANDAN CHEMIST LTD.,Retail,"H/NO. W 1981, - ABELENKPE, MANHEAN LOOP, ACCRA",AMA,Greater Accra
2925,PC/GR/WR/0151F,RANDY PHARMACY,Wholesale/Retail,"H/NO. 1A, MADINA OLD ROAD, - MADINA",ADENTAN,Greater Accra
2926,PC/GR/R/00345,RANKOF PHARMACY LTD.,Retail,H/NO. PO.15 AMERICAN HOUSE ROAD EAST LEGON ACCRA,AMA,Greater Accra
2927,PC/CR/R/0146H,RANSLOVE PHARMACY LTD,Retail,"UNN. STORE OPPOSITE WIABO SCHOOL COMPLEX  KASOA
NYANYANO ROAD  TAIFA JUNCTION KASOA",AWUTU SENYA,Central
2928,PC/AS/W/0017H,RANSPHARMA LIMITED,Wholesale,RO 105 YAA AGO STR ASHTOWN ASHTOWN,KMA,Ashanti
2929,PC/GR/R/0518K,RANSTELL PHARMACY LTD,Retail,"H/NO. AJK B1, C1-014 - NEAR AFLAO BUS STOP KASSEH",ADA WEST,Greater Accra
2930,PC/AS/WR/0375H,RANY PHARMACY & WELLNESS C,NWThRoElesale/Retail,H/NO. OTB 433B AFIA KOBI AVENUE ROMAN HILLS KUMASI,KMA,Ashanti
2931,PC/AS/WR/0009K,RANY PHARMACY & WELLNESS C,NWThRoElesale/Retail,PLOT 2 & 3 BLOCK F AYEDUASE KUMASI,KMA,Ashanti
2932,PC/GR/W/0001N,RANY PHARMACY & WELLNESS C,NWThRoEl esale,H/NO. 18 ADAMA STREET ADABRAKA ACCRA,AMA,Greater Accra
2933,PC/GR/WR/0557K,RAPHA CHEMIST LTD,Wholesale/Retail,H/NO. 15 ALAFIA STREET PARAKU JUNCTION PANTANG,ADENTAN,Greater Accra
2934,PC/GR/R/0641L,RAPHACARE PHARMACY LTD,Retail,"UNN. SHOP, SAKUMONO",TMA,Greater Accra
2935,PC/AS/R/0011E,RAPHEKA PHARMACY,Retail,"H/NO. 1, PLOT 4 NANA PONKOH  - OBUASI",OBUASI,Ashanti
2936,PC/GR/IW/0420P,RAPID IMPROVEMENT PHARMACEUTICALS LTD,"GT-346-5473 UNIT-J2 COMPLEXES LARENAISSANCE
BAATSONA",LA NKWANTANANG-MADINA,Greater Accra,
2937,PC/GR/W/00261,RAPNET P'MACEUTICAL LTD.,Wholesale,"H/NO. 3&4, OPPOSITE. AMA URBAN STC YARD STC YARD
ADABRAKA",AMA,Greater Accra
2938,PC/AS/R/0127J,RASBORO PHARMACY LIMITED,Retail,"PLOT 17, BLOCK P - BOBAI JUNCTION ASOKORE MAMPONG",ASOKORE MAMPONG,Ashanti
2939,PC/AS/R/00077,RAY PHARMACY,Retail,H/NO. F.63 Asawasi ASAWASI KUAMSI,KMA,Ashanti
2940,PC/AS/R/0595L,RAYBOAT PHARMACY LTD,Retail,"PLOT 63, ESRESO ADAGYA",BOSOMTWE,Ashanti
2941,PC/GR/WR/0077E,RAYDOS PHARMACY,Wholesale/Retail,"GOD WILL PROVIDE SHOPPING MALL OLYMPIC STADIUM
ROAD - AMASAMAN",GA WEST,Greater Accra
2942,PC/AS/R/0344K,RAYLOVE PHARMACY,Retail,"H/NO. JB 367, APEMPUA JUABENG",EJISU-JUABENG,Ashanti
2943,PC/AS/R/0340J,RAYNEK PHARMACY LTD,Retail,H/NO. 30 DONYINA MAIN STREET DONYINA DONYINA,EJISU-JUABENG,Ashanti
2944,PC/AS/R/0341J,RAYNEK PHARMACY LTD,Retail,H/NO. AK/038/0274 CHURCH ROAD ADUM KUMASI,KMA,Ashanti
2945,PC/AS/R/0182G,RAYNEK PHARMACY LTD,Retail,"H/NO. SFS1, SUAME ROUNDABOUT                         MAMPONG
RD, SUAME  KUMASI",KMA,Ashanti
2946,PC/GR/R/0372P,RAYONI PHARMACY LTD,Retail,"H/NO. H154, GD-206-6841 NII MENSAH KOFI - AMRAHIA",ADENTAN,Greater Accra
2947,PC/GR/R/0458K,RAYONI PHARMACY LTD,Retail,H/NO. 175A TUMU AVENUE - KANDA,GA CENTRAL,Greater Accra
2948,PC/GR/WR/0107H,RAYSS PHARMA LTD.,Wholesale/Retail,"H/NO. B 429/11, 2ND DARKO LANE, WATER WORKS JXN, -
DARKUMAN ACCRA",AMA,Greater Accra
2949,PC/GR/R/0181L,REAL LIFE PHARMACY LTD,Retail,GE-003-1208 - BENAB SERVICE STATION ABOKOBI,GA EAST,Greater Accra
2950,PC/GR/R/0407H,REALEZA PHARMACY LTD.,Retail,H/No. B204/34 MAIN ANYAA ROAD ANYAA AWOSHIE,GA SOUTH,Greater Accra
2951,PC/GR/WR/00406,REBEACON CHEMIST,Wholesale/Retail,ADJACENT HAATSO MARKET COMPLEX null HAATSO HAATSO,GA EAST,Greater Accra
2952,PC/GR/R/0266K,REECH OPTIONS PHARMACY LIMI,REDetail,H/NO. B1012/7 ORGLE ROAD BUBUASHIE NORTH KANESHIE,AMA,Greater Accra
2953,PC/GR/R/0026L,REECH OPTIONS PHARMACY LTD,Retail,BLOCK 30 - ABLAH MAMMON ACCRA,GA CENTRAL,Greater Accra
2954,PC/AS/R/0317H,REEDYS SQUARE PHARMACY LIMI,REeDtail,STORE 133/134 HORSEY PARK OBUASI CENTRAL OBUASI,OBUASI,Ashanti
2955,PC/GR/R/0228K,REEL PHARMACY LIMITED,Retail,"H/NO. 957 OFANKOR ROAD EBENEZER JUNCTION
SOWUTUOM",GA CENTRAL,Greater Accra
2956,PC/GR/WR/00133,REGENT PHARMACY,Wholesale/Retail,H/NO. 21 AKOTIA KOTEH STREET KANESHIE ACCRA,AMA,Greater Accra
2957,PC/GR/R/0280J,REGEORGIA PHARMACY LTD,Retail,H/NO. GW-0484-0290 SAMSAM STREET AMASAMAN MEDIE,GA WEST,Greater Accra
2958,PC/CR/WR/0459L,REGIBEN FAMILY PHARMACY,Wholesale/Retail,"H/NO. 33 COMMERCIAL STREET, 1920 RA AVENUE WINNEBA",EFFUTU,Central
2959,PC/CR/R/0067F,REGIBEN FAMILY PHARMACY LTD,Retail,"H/NO. KA 233/3,  COMMERCIAL STR. WINNEBA WINNEBA",EFFUTU,Central
2960,PC/AS/R/00193,REGISAM PHARMACY,Retail,"PLOT 1, BLOCK 1 - OFORIKROM EXT KUMASI",KMA,Ashanti
2961,PC/CR/WR/0061P,REGNANT,Wholesale/Retail,STORE 1&2 - ADJACENT JD SERVICE STATION PAPASE NO. 1,AWUTU SENYA,Central
2962,PC/GR/R/0218J,REHOBOTH PHARMACY,Retail,H/NO C28 POULTRY FARM AVENUE DANSOMAN ACCRA,GA SOUTH,Greater Accra
2963,PC/GR/R/0004E,REIMIK PHARMACY LTD.,Retail,PLOT NO. K14 - EAST ASHAIMAN ASHAIMAN,ASHIAMAN,Greater Accra
2964,PC/AS/R/0122N,REJESS PHARMACY LTD,Retail,"BLOCK 16 SOLO ROAD NEAR PURITY SCHOOL, BRONKONG
AFRANCHO",AFIGYA-KWABRE,Ashanti
2965,PC/GR/WR/0267K,RELIANCE PHARMACEUTICALS LT,W(RhEoTlAeIsLa lDeI/VRIeSItOaiNl,"H/NO. 1/15 OFF SPINTEX ROAD NEAR CRISSBERY PUB
BAATSONA",TMA,Greater Accra
2966,PC/GR/R/0148M,RELIANCE PHARMACY LIMITED,Retail,"H/NO. A27 ASHAIMAN ROAD NUNGUA MAIN ROAD
SAKUMONO",LA NKWANTANANG-MADINA,Greater Accra
2967,PC/ER/W/00010,RELICS PHARMACY LTD,Wholesale,"H/NO.  SD/A 58, PRINCE BOATENG ROUNDABOUT SRODAE
KOFORIDUA",NEW-JUABENG,Eastern
2968,PC/AS/R/0108N,RELIV IMPAKT,Retail,"PLOT 1 & 2 NEAR HILL TOP SETTLEMENT - DENKYEMMUOSO
EXTENSION",KMA,Ashanti
2969,PC/GR/WR/0217L,REMEDY ISLAND PHARMACY LTD,Wholesale/Retail,H/NO. SGGS 3823-18 - WONDER JUNCTION KWABENYA,GA EAST,Greater Accra
2970,PC/GR/W/0464K,REMEDY PHARMA LIMITED,Wholesale,"H/NO. C141/4 NEW TOWN STREET NAA AYIKALEY PLACE
KOKOMLEMLE",GA CENTRAL,Greater Accra
2971,PC/GR/R/0402H,REMEDY PHARMACY,Retail,"UNN. HOUSE, TUBA TUBA-KOKROBITE ROAD TUBA ACCRA",GA SOUTH,Greater Accra
2972,PC/AS/WR/0161N,REMINANT CHEMIST LTD,Wholesale/Retail,H/NO. 7 AE-0233-7656 - MANHYIA,EJISU-JUABENG,Ashanti
2973,PC/CR/R/0150E,RENADA CHEMIST,Retail,"H/NO. H 412/7, OPIEKUMA ROAD  KASOA",AWUTU SENYA,Central
2974,PC/CR/WR/0195N,RENADA CHEMISTS,Wholesale/Retail,"H/NO. 2 & 3, KASOA",GOMOA EAST,Central
2975,PC/CR/R/0153G,RENADA CHEMISTS LTD. (ANNEX),Retail,"H/NO. DC 18/6 OPEIKUMA ROAD, DIAMOND CITY KOFORIDUA
KASOA",AWUTU SENYA,Central
2976,PC/GR/R/0226N,RENERVE PHARMACY,Retail,H/NO. A5505/44 BIO FIO CLOSE AGBAJENA ABLEKUMA,GA CENTRAL,Greater Accra
2977,PC/GR/R/0316P,RENERVE PHARMACY LTD,Retail,"GW-0538-8268 AMEN AMEN STREET AMOMORLEY
ABLEKUMA",GA WEST,Greater Accra
2978,PC/GR/W/0075E,RENIE CHEMIST LTD.(OKAISHIE BR,WNhCoHle) sale,"H/NO. 751, WARD D, BLK 4, KIMBERLY AVENUE OKAISHIE
OKAISHIE, ACCRA",AMA,Greater Accra
2979,PC/GR/W/00117,RENIE CHEMISTS LTD.,Wholesale,H/NO. C 180/3 - ADABRAKA ACCRA,AMA,Greater Accra
2980,PC/GR/R/0421P,RESCUE CHEMIST LIMITED,Retail,"PARCEL 950, BLOCK 25, SECTION 14 BOUNDARY ROAD
BAWALESHIE EAST LEGON",AMA,Greater Accra
2981,PC/GR/R/0416H,RESONANCE PHARMACY LIMITED,Retail,H/No. 42A ASENSO BAR STREET ASHAIMAN TEMA,TMA,Greater Accra
2982,PC/GR/R/0098C,RETINA PHARMACY,Retail,"PLOT NG 201, SPINTEX ROAD ACCRA BAATSONA",TMA,Greater Accra
2983,PC/GR/R/00102,REUBEN PHARMACY,Retail,H/NO. C373/2 Alajo ALAJO ACCRA,AMA,Greater Accra
2984,PC/GR/R/0106H,REUCHRIS PHARMACY,Retail,"H/NO. PLOT NO. 231, ABEASE STREET  ABLEKUMA ACCRA",GA SOUTH,Greater Accra
2985,PC/WR/R/0368H,REVAG PHARMACY LTD,Retail,H/NO. YIA AXIM BNA/121 AXIM,NZEMA EAST,Western
2986,PC/GR/R/0343P,REVEL CHEMIST,Retail,"H/NO. 127, GZ-203-4050, SPINTEX",LA NKWANTANANG-MADINA,Greater Accra
2987,PC/GR/R/00775,REVMAN PHARMACY,Retail,H/NO.  B 102/29 8 DZAGBLE STREET NII BOYE TWN ACCRA,AMA,Greater Accra
2989,PC/AS/WR/0128J,REXOPHARMA LIMITED,Wholesale/Retail,"PLOT 20, BLOCK I TWUMDUASE ROAD AYEDUASE KUMASI",KMA,Ashanti
2990,PC/CR/WR/0193N,REYPAT PHARMACY,Wholesale/Retail,"STORE 1 & 2 - PETROSOL SERVICE STATION GOMOA
BESEADZE",GOMOA WEST,Central
2991,PC/GR/WR/0044L,RHEMATHEO PHARMACY LTD,Wholesale/Retail,MENSAH BAR SHELL SERVICS STATION KPONE-BAWALESHIE,KPONE KATAMANSO,Greater Accra
2992,PC/GR/R/00877,RHINO PHARMA,Retail,"H/NO. 14//1 GUAVA CRESCENT COMMUNITY 19 / LASHIBI
ACCRA",TMA,Greater Accra
2993,PC/BA/R/0602L,RHODEL PHARMACY LTD,Retail,H/NO. K 161 HOSPITAL ROAD A-LINE NKORANZA,NKORANZA SOUTH,Brong Ahafo
2994,PC/GR/R/0238J,RHODIUM PHARMACY,Retail,H/NO. BLK 0347/13 KOTOBABI ROAD PIGFARM ACCRA,GA EAST,Greater Accra
2995,PC/VR/WR/0154C,RIAD PHARMACEUTICAL COMPA,YW LhToDlesale/Retail,"STORE NO. 2, FIAWOO HOUSE NEAR KETA POLICE STATION
ABUTIAKOPE KETA",KETA,Volta
2996,PC/VR/R/0458L,RIAD PHARMACY COMPANY LTD,Retail,"H/NO. HE 397 MAJOR SETH LUMOR STREET HEDZRANAWO
DENU",KETU SOUTH,Volta
2997,PC/ER/R/0086P,RIBEN PHARMA LTD,Retail,H/NO. EN-224-9403 LAST STOP PIPELINE ZONGO KOFORIDUA,NEW-JUABENG,Eastern
2998,PC/AS/WR/0495L,RICH CARE PHARMACY LTD,Wholesale/Retail,"PLOT 68A, BLOCK G - STATION ADAKO JACHIE",EJISU-JUABENG,Ashanti
2999,PC/BA/WR/0466K,RICH-ZION PHARMACY LTD,Wholesale/Retail,"H/NO. Z-109 ONE WAY ZONGO, TOWN PARK BEREKUM",BEREKUM,Brong Ahafo
3000,PC/GR/R/0018G,RICHBAAH PHARMACY,Retail,"H/NO. 097, OBEYEYIE LORRY STATION. STREET ACHIAMAN-
AMASAMAN, OBEYEYIE",GA WEST,Greater Accra
3001,PC/GR/WR/00134,RICHBEN PHARMACY LTD.,Wholesale/Retail,"NEAR SHELL TRAINING SCH,
37 MILITARY ROUNDABOUT
ACCRA ACCRA",AMA,Greater Accra
3002,PC/GR/WR/00135,RICHCORD PHARMACY,Wholesale/Retail,- CANTONMENTS ROAD OSU-RE ACCRA,AMA,Greater Accra
3003,PC/GR/R/0349L,RICHJOES COMPANY LIMITED,Retail,H/NO. B719/4 ACCRA-WINNEBA ROAD - KANESHIE,AMA,Greater Accra
3004,PC/GR/W/0050J,RICHJOES PHARMACYLIMITED,Wholesale,"H/NO. 272/3 NAA PLAZA STREET, UTC OKAISHIE ACCRA",AMA,Greater Accra
3005,PC/AS/R/0142J,RICHNA PHARMACY LIMITED,Retail,"PLOT 7, BLOCK C ANTOA STREET STATION ABIREM",KWABERE EAST,Ashanti
3006,PC/ER/R/0102P,RICHOMONS PHARMACY,Retail,"H/NO. N1 927 ATIBIE ROAD NEAR JEHOVA WITNESS HALL
NKAWKAW",KWAHU WEST,Eastern
3007,PC/ER/R/0081P,RICHPOT PHARMACY LTD,Retail,ET-0004-9798 AME ZION STREET NSUASE KWABENG,ATIWA,Eastern
3008,PC/NR/WR/00009,RICKY PHARMACY LTD.,Wholesale/Retail,H/NO. A21 BANK OF GHANA STREET TAMALE TAMALE,TAMALE,Northern
3009,PC/ER/R/0109P,RICOMMONS PHARMACY LTD,Retail,"H/NO. N147, AFOSU",BIRIM NORTH,Eastern
3010,PC/AS/R/0004F,RICOMONS PHARMACY,Retail,"PLOT AN 8,  ANKAASE BODOMASE ROAD - KUMAWU",SEKYERE AFRAM PLAINS,Ashanti
3011,PC/AS/WR/0122D,RICOMONS PHARMACY LIMITED,Wholesale/Retail,"PLOT 11, BLOCK H JUASO JUNCTION - ASANTE",ASANTE-AKIM SOUTH,Ashanti
3012,PC/ER/R/0326J,RICOMONS PHARMACY LTD,Retail,H/NO. NG 114 HOLY FAMILY STREET ADOAGYIR NKAWKAW,KWAHU WEST,Eastern
3013,PC/ER/R/0195H,RICOMONS PHARMACY LTD.,Retail,"H/NO. A 66, MAIN MOSLEM MOSQUE  ABAASE NEW ABIREM",BIRIM NORTH,Eastern
3014,PC/GR/R/0214M,RIDGE MEDICAL CENTRE PHARMA,HYospital Pharmac,SU TOWERS KING TACKIE AVENUE NORTH RIDGE ACCRA,AMA,Greater Accra
3015,PC/GR/W/0029J,RIDOC VENTURES LIMITED,Wholesale,"H/NO. B260/13 CHACHA ROAD TOWN COUNCIL LANE
LATEIBIOKOSHIE",GA SOUTH,Greater Accra
3016,PC/GR/R/0143F,RIGHT PHARMACY LTD.,Retail,"H/NO. 54, DATUS ROAD, ACCRA BUBUASHIE-ACCRA",AMA,Greater Accra
3017,PC/AS/WR/00099,RIGHTWAY PHARM LTD.,Wholesale/Retail,H/NO. 1 BLOCK 1 - BIMPEH HILL KUMASI,KMA,Ashanti
3018,PC/AS/WR/00091,RIGHTWAY PHARMACY LTD.,Wholesale/Retail,"H/NO. 54,  SIWUTRIASE, MAMPONG ASH.",MAMPONG,Ashanti
3019,PC/AS/R/00039,RIMA-RIVA CHEMIST LTD.,Retail,"PLT.12, BLOCK.13 - KWADASO KUMASI",KMA,Ashanti
3020,PC/GR/R/00183,RINGWAY CHEMISTS LTD.,Retail,"H/NO. E. 177/3 NORTH LINK OSU, RINGWAY ESTATE ACCRA",AMA,Greater Accra
3021,PC/CR/R/0030D,RISCOB PHARMACY,Retail,"STORE NO. 1 & 2, WINNEBA JUNCTION, WINNEBA",EFFUTU,Central
3022,PC/VR/R/00007,RITE AID PHARMACY,Retail,H/NO. B.E.11/117 HOUSING ROAD - HO,HO,Volta
3023,PC/VR/WR/00014,RITE AID PHARMACY,Wholesale/Retail,H/NO. BE 5/98 MARKET ROAD ASIGATO HO,HO,Volta
3024,PC/GR/R/0413H,RITE DOSE PHARMACY,Retail,PLT 67 ADJR TRASSACO ROAD ADJIRINGANOR EAST LEGON,AMA,Greater Accra
3025,PC/WR/WR/0046B,RITE-VALUE PHARMACY,Wholesale/Retail,"H/NO. GH 1,   BIBIANI",BIBIANI-ANHWIASO BEKWAI,Western
3026,PC/AS/R/0051D,RITJEI PHARMACY,Retail,"PLOT NO. 18, BLOCK E, EJISU ROAD KWAMO KWAMO",EJISU-JUABENG,Ashanti
3027,PC/AS/WR/00102,RITJEI PHARMACY LTD,Wholesale/Retail,"PLOT 53, BLOCK N   AGONA ASHANTI",KMA,Ashanti
3028,PC/AS/WR/0035B,RIVERSIDE PHARMACY LTD.,Wholesale/Retail,H/NO. 1F  MAIN LORRY STATION ASUOFIA,KMA,Ashanti
3029,PC/ER/R/0051G,RIVERVIEW CHEMIST LTD.,Retail,"UNMARKED SHOP, ACCRA-AKOSOMBO RD, AKRADE
ATIMPOKU",ASUOGYAMAN,Eastern
3030,PC/GR/WR/0368L,ROATINA PHARMACY LIMITED,Wholesale/Retail,DEVTRACO PS GLOBAL ROAD - NEW DAWHENYA,NINGO PRAMPRAM,Greater Accra
3031,PC/GR/R/0017E,ROATINA PHARMACY LTD.,Retail,"UNN. HSE, DEVTRACO COURT JXN, NUMO NUERTEY ANUMLE
RD, COMM. 25, TEMA",TMA,Greater Accra
3032,PC/AS/R/0055G,ROATINA PHARMACY LTD.,Retail,"H/NO. PLOT  1, BLK. E, PANKRONO, KUMASI",KMA,Ashanti
3033,PC/GR/R/0048H,ROBBIE'S CHEMISTS,Retail,"H/NO. B/6/A/24, BRENYA STREET  BRENYA STREET  OKAIKOI
APENKWA",AMA,Greater Accra
3034,PC/GR/R/00162,ROBBIES CHEMIST,Retail,H/NO. 31 4TH STREET TESANO ACCRA,AMA,Greater Accra
3035,PC/GR/R/00104,ROBESTA CHEMISTS LTD.,Retail,H/NO. B5/6 OBLOGO ROAD NEAR ZONG JUNCTION ACCRA,AMA,Greater Accra
3036,PC/GR/R/0109E,ROBLOIS PHARMACY COM. LTD.,Retail,UNN. HSE. ASAFOATSE STR. - ASOFAN,GA WEST,Greater Accra
3037,PC/GR/WR/0055L,ROCHE PRODUCTS GHANA LTD,Wholesale/Retail,"H/NO. Y21B AGOSTINO NETO AIRPORT RESIDENTIAL AREA
ACCRA",GA CENTRAL,Greater Accra
3038,PC/GR/WR/00140,ROCK CHEMISTS,Wholesale/Retail,H/NO. C.10 OPP. ABC BREWERY LTD. ACCRA ACHIMOTA,GA WEST,Greater Accra
3039,PC/GR/WR/00262,ROCK CHEMISTS,Wholesale/Retail,"H/NO. A 900/1 GUGGISBERG AVENUE KORLE BU, KORLE
GONNO ACCRA",AMA,Greater Accra
3042,PC/GR/WR/0121H,ROCK CHEMISTS,Wholesale/Retail,H/NO. 15 LAWSON AVENUE KWABENYA ACCRA,GA EAST,Greater Accra
3043,PC/AS/IW/0088N,ROCKGEE PHARMACY LTD,Importing Wholes,"PleLOT 1, BLOCK A - ODENEHO KWADASO",KMA,Ashanti
3044,PC/GR/R/0449L,ROCKWELL PHARMACY,Retail,"UNN. HSE KRAKUE ROAD, MELCOM SHOPPING CENTRE
COMMUNITY 1 TEMA",TMA,Greater Accra
3045,PC/GR/R/0476K,ROCKWELL PHARMACY LTD,Retail,PLOT IND/A/70/1 - POLICE BAARIER DAWHENYA,KPONE KATAMANSO,Greater Accra
